PM25,PM10
29.826291632773707,136.43745550530616
25.17775870336926,90.65887349971503
30.063535292941268,67.5789907525366
23.605437395290302,106.70208274542563
24.27967492460046,131.22936175676247
22.061705727754205,76.36628172218748
12.692265653137417,116.66615710608103
14.613870248943993,63.449399034383035
12.832300026500908,60.11649039569216
26.92836258244608,107.60410852524664
19.42449435907841,108.52287703940054
23.949697104137574,118.10556024832245
33.24629884247796,126.8830420385435
17.908508939168787,151.60935586679093
21.66192210673017,106.11373448181834
29.704341528053032,86.97269082118335
17.430997255954804,133.72343328210167
13.893631899010876,81.81239287494535
18.851208852890792,98.45817064985798
15.856455993018303,62.767181752884326
33.76195529958195,57.50972359813029
30.92920484385091,150.3021930531146
26.858307526692865,137.7620319307084
32.40503175137382,123.9014464032761
30.825559391749366,95.48634149701272
16.447082372044633,72.15613768701373
32.89662466481648,70.48726722443752
24.66667423663466,79.77404691829494
30.913355615322654,109.37343980590593
32.97892728821739,125.74499634730617
19.50948096684443,120.3595402950554
14.664209841494868,82.71345579764834
17.41088928722724,149.5316627856562
22.05161147499177,128.05179475288108
31.15974404599409,109.88105119862867
32.1550225898728,115.56035387720087
12.261984641376744,96.5404061803512
24.00041215005728,79.52536796061459
21.825676373366548,90.2412951864749
17.275111983968014,130.02676493597255
14.89286305887481,56.42495537434583
19.966433493704532,66.49119141018471
34.06979610116169,59.55426156015352
19.630628316083595,59.03215142957804
24.18782148662043,139.69059781708972
28.480341742257643,124.66212807862235
20.572569735437547,101.9432090796452
34.74252252739838,64.68558190444915
34.52502197215119,103.6699716365664
17.966527492730982,101.873705307276
23.68589018729258,72.1469851210915
19.11046461873073,97.95131327455933
18.736783518994994,94.45196870533997
12.959465873360614,115.96915970716942
26.302848981731593,117.87427143589673
23.81242124123247,59.485096967432405
13.299454904124751,92.08664884802064
18.592462616713046,116.9601316557094
33.26259514302303,104.81048959942868
17.681792052540455,139.7924942776439
15.476050519725497,120.21066953027555
23.504249314467216,71.13050828106154
35.06565558077699,61.986305992642556
17.73988782621796,118.59950854242524
27.76075825455697,57.624619743620556
29.845737037159118,112.99178254607287
17.63695477502291,148.0827939010708
29.067440922656324,111.97194360971201
20.669346992358598,93.42882269444567
26.8327258528304,118.68553362579297
26.861242260728844,100.36703615866014
24.58355013894187,109.01606214227756
14.203751642267713,148.20501606887598
31.562548147229244,93.22416114227666
19.574175513841443,150.1578658185675
16.445881292316603,144.6297135536503
13.050060798226,74.38332234414035
25.86780557628603,61.86676878664138
27.88724963092518,64.97702213636524
12.486496414019047,56.803960739503424
24.031768258373244,64.34985311483692
17.377351562111954,122.61767056821932
27.13252601654018,62.04767619756267
16.162737795816298,86.57858739908237
28.198849297787454,138.642655785976
21.11093356880252,57.30392163784676
33.92580873756591,135.63237977630465
15.304237998601643,82.9036227025666
20.046845979471023,66.69831793454397
14.743933044905726,123.97697937105092
33.64536130589051,117.26534183120852
32.542006933776854,141.86972933917824
18.110039925763125,127.7720333365847
27.47762827259637,134.5446121081
31.141277264688327,82.92142268455935
25.03617891026747,72.56651483419256
24.44085847569495,129.31086041244498
17.73515837798052,134.87663918745915
14.269294489877451,153.06000905806667
33.00512716031251,95.84915001423123
33.079740731905595,91.82979049348553
26.85126395446714,131.8648831134577
19.999394131434723,88.73955048504877
20.236583088474998,147.1449752347529
29.014767317676576,139.98286243245818
33.002669056895044,97.47040871012682
32.76911368537723,129.33623571135823
30.271100218482633,129.69974453438354
